z-loc_nm,density-ow_nm^-3_mean,density-hw_nm^-3_mean,s_value_mean,density-ow_nm^-3_std,density-hw_nm^-3_std,s_value_std
-1.0,0.0,0.0,,0.0,0.0,
-0.995,0.0,0.0,,0.0,0.0,
-0.99,0.0,0.0,,0.0,0.0,
-0.985,0.0,0.0,,0.0,0.0,
-0.98,0.0,0.0,,0.0,0.0,
-0.975,0.0,0.0,,0.0,0.0,
-0.97,0.0,0.0,,0.0,0.0,
-0.965,0.0,0.0,,0.0,0.0,
-0.96,0.0,0.0,,0.0,0.0,
-0.955,0.0,0.0,,0.0,0.0,
-0.95,0.0,0.0,,0.0,0.0,
-0.945,0.0,0.0,,0.0,0.0,
-0.94,0.0,0.0,,0.0,0.0,
-0.9349999999999999,0.0,0.0,,0.0,0.0,
-0.9299999999999999,0.0,0.0,,0.0,0.0,
-0.9249999999999999,0.0,0.0,,0.0,0.0,
-0.9199999999999999,0.0,0.0,,0.0,0.0,
-0.9149999999999999,0.0,0.0,,0.0,0.0,
-0.9099999999999999,0.0,0.0,,0.0,0.0,
-0.9049999999999999,0.0,0.0,,0.0,0.0,
-0.8999999999999999,0.0,0.0,,0.0,0.0,
-0.8949999999999999,0.0,0.0,,0.0,0.0,
-0.8899999999999999,0.0,0.0,,0.0,0.0,
-0.8849999999999999,0.0,0.0,,0.0,0.0,
-0.8799999999999999,0.0,0.0,,0.0,0.0,
-0.8749999999999999,0.0,0.0,,0.0,0.0,
-0.8699999999999999,0.0,0.0,,0.0,0.0,
-0.8649999999999999,0.0,0.0,,0.0,0.0,
-0.8599999999999999,0.0,0.0,,0.0,0.0,
-0.8549999999999999,0.0,0.0,,0.0,0.0,
-0.8499999999999999,0.0,0.0,,0.0,0.0,
-0.8449999999999999,0.0,0.0,,0.0,0.0,
-0.8399999999999999,0.0,0.0,,0.0,0.0,
-0.8349999999999999,0.0,0.0,,0.0,0.0,
-0.8299999999999998,0.0,0.0,,0.0,0.0,
-0.8249999999999998,0.0,0.0,,0.0,0.0,
-0.8199999999999998,0.0,0.0,,0.0,0.0,
-0.8149999999999998,0.0,0.0,,0.0,0.0,
-0.8099999999999998,0.0,0.0,,0.0,0.0,
-0.8049999999999998,0.0,0.0,,0.0,0.0,
-0.7999999999999998,0.0,0.0,,0.0,0.0,
-0.7949999999999998,0.0,0.0,,0.0,0.0,
-0.7899999999999998,0.0,0.0,,0.0,0.0,
-0.7849999999999998,0.0,0.0,,0.0,0.0,
-0.7799999999999998,0.0,0.0,,0.0,0.0,
-0.7749999999999998,0.0,0.0,,0.0,0.0,
-0.7699999999999998,0.0,0.0,,0.0,0.0,
-0.7649999999999998,0.0,0.0,,0.0,0.0,
-0.7599999999999998,0.0,0.0,,0.0,0.0,
-0.7549999999999998,0.0,0.0,,0.0,0.0,
-0.7499999999999998,0.0,0.0,,0.0,0.0,
-0.7449999999999998,0.0,0.0,,0.0,0.0,
-0.7399999999999998,0.0,0.0,,0.0,0.0,
-0.7349999999999998,0.0,0.0,,0.0,0.0,
-0.7299999999999998,0.0,0.0,,0.0,0.0,
-0.7249999999999998,0.0,0.0,,0.0,0.0,
-0.7199999999999998,0.0,0.0,,0.0,0.0,
-0.7149999999999997,0.0,0.0,,0.0,0.0,
-0.7099999999999997,0.0,0.0,,0.0,0.0,
-0.7049999999999997,0.0,0.0,,0.0,0.0,
-0.6999999999999997,0.0,0.0,,0.0,0.0,
-0.6949999999999997,0.0,0.0,,0.0,0.0,
-0.6899999999999997,0.0,0.0,,0.0,0.0,
-0.6849999999999997,0.0,0.0,,0.0,0.0,
-0.6799999999999997,0.0,0.0,,0.0,0.0,
-0.6749999999999997,0.0,0.0,,0.0,0.0,
-0.6699999999999997,0.0,0.0,,0.0,0.0,
-0.6649999999999997,0.0,0.0,,0.0,0.0,
-0.6599999999999997,0.0,0.0,,0.0,0.0,
-0.6549999999999997,0.0,0.0,,0.0,0.0,
-0.6499999999999997,0.0,0.0,,0.0,0.0,
-0.6449999999999997,0.0,0.0,,0.0,0.0,
-0.6399999999999997,0.0,0.0,,0.0,0.0,
