# Bins	S_mean	S_stdem	S_std
7.700000000000015721e-01 nan nan nan
7.800000000000015810e-01 nan nan nan
7.900000000000015898e-01 nan nan nan
8.000000000000015987e-01 nan nan nan
8.100000000000016076e-01 nan nan nan
8.200000000000016165e-01 nan nan nan
8.300000000000016254e-01 nan nan nan
8.400000000000016342e-01 nan nan nan
8.500000000000016431e-01 nan nan nan
8.600000000000016520e-01 nan nan nan
8.700000000000016609e-01 nan nan nan
8.800000000000016698e-01 nan nan nan
8.900000000000016787e-01 nan nan nan
9.000000000000016875e-01 nan nan nan
9.100000000000016964e-01 nan nan nan
9.200000000000017053e-01 nan nan nan
9.300000000000017142e-01 nan nan nan
9.400000000000017231e-01 nan nan nan
9.500000000000017319e-01 nan nan nan
9.600000000000017408e-01 nan nan nan
9.700000000000017497e-01 nan nan nan
9.800000000000017586e-01 nan nan nan
9.900000000000017675e-01 nan nan nan
